Serial,Predicted_Rating
80266,6.570985480887453
80267,6.297661453441603
80268,6.535489063614499
80269,6.8350477256799325
80270,6.271949818394862
80271,6.54723161721681
80272,6.752789030016102
80273,6.336350223095308
80274,6.598323120341838
80275,6.728387235763273
80276,6.106944166621898
80277,6.208095936584168
80278,6.54561262820804
80279,6.2452475888306385
80280,6.2150846664092905
80281,6.477116518837352
80282,6.67529030201473
80283,6.596810952736899
80284,6.3377393585122075
80285,6.4768369655097215
80286,6.466042279713633
80287,6.4611458088486975
80288,6.361422596715764
80289,6.7705146756942
80290,6.4429637390518035
80291,6.526188176824938
80292,6.271068362264968
80293,6.594950776242644
80294,6.500580230220856
80295,6.561386327474844
80296,6.357485813735466
80297,6.342416865482182
80298,6.377800910658003
80299,6.224722279694815
80300,6.359532399940423
80301,6.545496897351872
80302,6.546859922801016
80303,6.507985857283568
80304,6.302965170778473
80305,6.23905863290383
80306,6.309764199623222
80307,6.415942797483501
80308,6.443703914150066
80309,6.295168075923536
80310,6.375952933297938
80311,6.369562034051696
80312,6.576078363292003
80313,6.451086302756941
80314,6.148620413149237
80315,6.206561824369492
80316,6.862786068994921
80317,6.500578400224796
80318,6.281563219071907
80319,6.602260809964874
80320,6.708250403088816
80321,6.357448620970155
80322,6.380682281337143
80323,6.540454273538206
80324,6.346631295951003
80325,6.364135449621754
80326,6.585800964876969
80327,6.567101858393952
80328,6.353588616317467
80329,6.33565060471281
80330,6.5870371737966265
80331,6.327253436194889
80332,6.610492870769699
80333,6.430825164802648
80334,6.599511097731915
80335,6.488399495374409
80336,6.727656211395142
80337,6.733834366096558
80338,6.552023362789891
80339,6.319868649265805
80340,6.441725556341636
80341,6.4818155078040025
80342,6.0431395392336515
80343,6.256648652044357
80344,6.444281921998968
80345,6.500969451240523
80346,6.437763234731204
80347,6.363550398316392
80348,6.482973384701555
80349,6.278052184342993
80350,6.373451153405575
80351,6.461333778735447
80352,6.55973855665694
80353,6.34714406368879
80354,6.200841672327874
80355,6.552456104925702
80356,6.204383393891418
80357,6.8042858516115
80358,6.2453175311948925
80359,6.159091318587216
80360,6.396852684239766
80361,6.796844475968083
80362,6.039116077276303
80363,6.3244402084821045
80364,6.3365270532408635
80365,6.1207370378936155
80366,6.180921089796791
80367,6.17130602093904
80368,6.669094098688003
80369,6.6774831988723085
80370,6.3402329729122675
80371,6.700787468575504
80372,6.809867996610039
80373,6.673701097930432
80374,6.81248568604523
80375,6.309672690124605
80376,6.649461195645282
80377,6.576231304285267
80378,6.377747746584903
80379,6.199299661788274
80380,6.323639363952129
80381,6.156076314406606
80382,6.386485058458556
80383,6.363998332368565
80384,6.5870814157773365
80385,6.433879019013656
80386,6.602124466889928
80387,6.528736886421462
80388,6.403496370468356
80389,6.798452008943539
80390,6.339440037723744
80391,6.4280215354774874
80392,6.475122978154516
80393,6.527462496814699
80394,6.654710672619775
80395,6.557200304834074
80396,6.319746982528787
80397,6.611023337138281
80398,6.109317197818536
80399,6.809094845929543
80400,6.79631414304327
80401,6.515375863716101
80402,6.753210565782935
80403,6.74814787552138
80404,6.706068673787623
80405,6.355768523274356
80406,6.618265985909038
80407,6.448081730215718
80408,6.373909563221993
80409,6.512111401668571
80410,6.693034768678111
80411,6.28269473918248
80412,6.257708923611654
80413,6.829817818293065
80414,6.43599420319364
80415,6.194571584800763
80416,6.669822772014545
80417,6.546987708902972
80418,6.454757175749574
80419,6.258142224393775
80420,6.290184058329608
80421,6.478170344218876
80422,6.410807633745097
80423,6.472110009585291
80424,6.19233282635951
80425,6.31976290382137
80426,6.426832615417539
80427,6.515866275470846
80428,6.582897108663261
80429,6.557311051722229
80430,6.540963153163526
80431,6.22260372563773
80432,6.724150526677396
80433,6.177736598812055
80434,6.660440164281665
80435,6.492873396372383
80436,6.470320442545916
80437,6.523628239059411
80438,6.8309159641549675
80439,6.673613333788472
80440,6.350624126360066
80441,6.485549788741875
80442,6.2474968422093715
80443,6.63207431572239
80444,6.083824120142124
80445,6.433956210994667
80446,6.6372102337587595
80447,6.654481415178877
80448,6.432985371689003
80449,6.401615208800846
80450,6.13518604885711
80451,6.657188453477169
80452,6.499192395158816
80453,6.728361437569465
80454,6.124015066865342
80455,6.571925734840778
80456,6.572274661099678
80457,6.670406930395371
80458,6.744981269653626
80459,6.1716534139600645
80460,6.314986724464821
80461,6.467079564089833
80462,6.3113104957739985
80463,6.518054418455264
80464,6.628692828605451
80465,6.334279428618562
80466,6.3739993662841155
80467,6.417895550948121
80468,6.314656084014371
80469,6.456997654181776
80470,6.3355928114039255
80471,6.246925970342143
80472,6.5109075997461945
80473,6.676731606824691
80474,6.286548550973061
80475,6.677702503973921
80476,6.195564774145505
80477,6.721097141426983
80478,6.470773153795145
80479,6.175996411851534
80480,6.714640405573594
80481,6.4847509778068595
80482,6.719097452535894
80483,6.694009988124876
80484,6.530746627572569
80485,6.3861308740957865
80486,6.505375990973986
80487,6.588284478137167
80488,6.297971104771851
80489,6.5238486557015785
80490,6.166389876302608
80491,6.637272943345438
80492,6.534228878616484
80493,6.536928855699014
80494,6.193301882281297
80495,6.610907240176767
80496,6.2671582743556264
80497,6.514238133997536
80498,6.41262755857702
80499,6.657209496548751
80500,6.018400064700152
80501,6.446505762005765
80502,6.359997727776068
80503,6.88043057232114
80504,6.7849738542922875
80505,6.5380590979688264
80506,6.333818151210561
80507,6.576665918923183
80508,6.701037981166346
80509,6.48763012020649
80510,6.503283289818774
80511,6.570763737315566
80512,6.577495732617791
80513,6.321737419364114
80514,6.557057724296023
80515,6.0343684799001425
80516,6.372411691531817
80517,6.261372313027906
80518,6.1737943808250595
80519,6.060280131420469
80520,6.581414456530469
80521,6.25490817647974
80522,6.723494415007847
80523,6.604727048873236
80524,6.472755524325171
80525,6.441767225243223
80526,6.322348948322568
80527,6.346070095903027
80528,6.767679389976356
80529,6.499719204262229
80530,6.240291619282763
80531,6.242758307826167
80532,6.53981060002326
80533,6.275431482954151
80534,6.772276055371507
80535,6.469754331555074
80536,6.41711790723079
80537,6.276103128040185
80538,6.3914770363785305
80539,6.6295401895307355
80540,6.839171925623353
80541,6.550719081466749
80542,6.21603183839389
80543,6.555647011774272
80544,6.4559190767614325
80545,6.375386529521617
80546,6.2744621802785225
80547,6.143151662959539
80548,6.4990005958430785
80549,6.357928399596539
80550,6.303880451719552
80551,6.582928287396597
80552,6.47263883593149
80553,6.498412562782427
80554,6.5885728354470565
80555,6.45538789171207
80556,6.202105978488307
80557,6.280743174613799
80558,6.34617792488915
80559,6.738198434409258
80560,6.379230704123039
80561,6.4952025297454385
80562,6.52949620560355
80563,6.505532518772461
80564,6.531499593084234
80565,6.336714084435698
80566,6.376094735691452
80567,6.807559903651878
80568,6.388021420889623
80569,6.67358005897582
80570,6.279754997404406
80571,6.457138385561371
80572,6.511107071175961
80573,6.2726437459688755
80574,6.691371414444207
80575,6.602780418896461
80576,6.567676383770697
80577,6.278763412497485
80578,6.374815146278057
80579,6.033596389608636
80580,6.389631418172869
80581,6.35778275843345
80582,6.710589514709415
80583,6.489686940175891
80584,6.5836449644359005
80585,6.407992866636161
80586,6.4926727256339705
80587,6.584886537387745
80588,6.576075286743748
80589,6.480709178888358
80590,6.381723187469496
80591,6.3305735367915945
80592,6.786914179770614
80593,6.592463555979362
80594,6.5545385040179935
80595,6.361806605994525
80596,6.812116587512703
80597,6.3254110621075474
80598,6.675053155510978
80599,6.594773548556398
80600,6.437450351953272
80601,6.524115759198849
80602,6.806452425989816
80603,6.204232660158716
80604,6.628988707602009
80605,6.227803700642448
80606,6.719744402190254
80607,6.611199200265983
80608,6.3395035083473426
80609,6.822913958575318
80610,6.5307840513049715
80611,6.315906155553597
80612,6.7113491462992245
80613,6.208801550289259
80614,6.289429891209933
80615,6.037430658712049
80616,6.675040273193099
80617,6.458164927505414
80618,6.621097019662444
80619,6.404703457568989
80620,6.504022227768842
80621,6.6954752206869
80622,6.4781937355043695
80623,6.249878745654557
80624,6.542846930855774
80625,6.607156358182827
80626,6.5325557634881255
80627,6.4991916991778895
80628,6.482820495463003
80629,6.325121997271638
80630,6.335965946910757
80631,6.527167265370078
80632,6.582212218386636
80633,6.307278285015199
80634,6.555435702564952
80635,6.936275512258467
80636,6.24406215248311
80637,6.773100659456805
80638,6.281577311222718
80639,6.347870985932918
80640,6.696645224004394
80641,6.649067609038085
80642,6.408329601753583
80643,6.205379445739449
80644,6.375987226162214
80645,6.449329892836385
80646,6.6803960931882775
80647,6.577475654146323
80648,6.063706334697466
80649,6.604271789363156
80650,6.339350243916695
80651,6.439381615239029
80652,6.09081802072579
80653,6.7936539524754656
80654,6.299570888263161
80655,6.426380437941065
80656,6.349358776953057
80657,6.529110713450552
80658,6.489600849412884
80659,6.417286884442094
80660,6.620875398864886
80661,6.38455030852511
80662,6.682764712089763
80663,6.300505507353994
80664,6.407147979784604
80665,6.756193419901846
80666,6.79365546548469
80667,6.399845223202098
80668,6.1751787431474545
80669,6.249141225451763
80670,6.1418208637189
80671,6.548540653143485
80672,6.569772640988394
80673,6.2240021161457
80674,6.44979067025539
80675,6.376568933140031
80676,6.210411784010293
80677,6.709209103998528
80678,6.679036988425692
80679,6.588055663977446
80680,6.661514883966191
80681,6.454591761852348
80682,6.55537552811907
80683,6.495145691112644
80684,6.281461866828774
80685,6.259348166275224
80686,6.057526853736214
80687,6.101102303694236
80688,6.473651912394341
80689,6.501570272813497
80690,6.518792678142046
80691,6.462075181729009
80692,6.283750869425493
80693,6.412102254459327
80694,6.210133870427068
80695,6.622651728653402
80696,6.318340884072556
80697,6.578514418969211
80698,6.561926784930265
80699,6.619138272785061
80700,6.530014176093496
80701,6.340307711039014
80702,6.648508512128793
80703,6.2209944776462125
80704,6.432075664218465
80705,6.714647563238928
80706,6.798481615227502
80707,6.711997607840906
80708,6.444421541243991
80709,6.28892162736998
80710,6.602788665900065
80711,6.4367338645468894
80712,6.265739814882187
80713,6.464851599746413
80714,6.487780782832818
80715,6.269325571533674
80716,6.543164531166843
80717,6.545798595004384
80718,6.051449356847247
80719,6.34195229079436
80720,6.571931248878195
80721,6.340358534273439
80722,6.588399665996666
80723,6.383279767585718
80724,6.484790601001842
80725,6.391068976162586
80726,6.306098532547587
80727,6.146646686666972
80728,6.497393798068009
80729,6.562883360205563
80730,6.611763472443031
80731,6.693499127917184
80732,6.70619213613875
80733,6.3618771664267415
80734,6.013048298114907
80735,6.475293621025238
80736,6.628342489416105
80737,6.494907282695905
80738,6.377458871001577
80739,6.696636216568959
80740,6.740712711195086
80741,6.661382182287853
80742,6.178799115845801
80743,6.769729198825801
80744,6.794935594179495
80745,6.278799773662426
80746,6.3507532454184075
80747,6.29103388162352
80748,6.157248983490819
80749,6.565232746986794
80750,6.605504877404942
80751,6.672488900358269
80752,6.202812526937686
80753,6.6671069343282054
80754,6.303954324527016
80755,6.255872181742813
80756,6.440105525862903
80757,6.301349226359402
80758,6.606864507564119
80759,6.291439102511577
80760,6.344729744013225
80761,6.2483261296149015
80762,6.828513390977683
80763,6.566491896538671
80764,6.208998837846565
80765,6.326980643856306
80766,6.566094453184214
80767,6.713721052175087
80768,6.502210094826481
80769,6.204251635622605
80770,6.684889039398442
80771,6.657124975352596
80772,6.585684825376281
80773,6.269338044685899
80774,6.72139597691912
80775,6.291775871557531
80776,6.487429577895419
80777,6.494366536672836
80778,6.877573888447094
80779,6.711435984311634
80780,6.515650679080435
80781,6.329634441707619
80782,6.813385068822185
80783,6.711136666272902
80784,6.440451887365476
80785,6.235565441664018
80786,6.505716322869576
80787,6.553186526244083
80788,6.846369738219087
80789,6.634477457844093
80790,6.365287717829415
80791,6.477130669997727
80792,6.475380732826925
80793,6.679130188990749
80794,6.134854082389515
80795,6.51326569223147
80796,6.5383812104530605
80797,6.377313122948424
80798,6.806310342502987
80799,6.555446629420389
80800,6.2169904431582905
80801,6.656574930535147
80802,6.6848942558773965
80803,6.498196271506047
80804,6.553034887664902
80805,6.400032609726017
80806,6.271383116916591
80807,6.455560285772576
80808,6.318717597983932
80809,6.298828157798305
80810,6.5207615369321115
80811,6.479181297138585
80812,6.255765599473081
80813,6.344610817965128
80814,6.345623233306021
80815,6.6235642457905595
80816,6.439536031400116
80817,6.5518668992160025
80818,6.6224814408934485
80819,6.832929329059239
80820,6.626069654673895
80821,6.522598080213293
80822,6.257642863636054
80823,6.609280028628367
80824,6.324424134352119
80825,6.189776222642883
80826,6.22960317018281
80827,6.503256201206295
80828,6.2082222123527595
80829,6.590811207504576
80830,6.422298678048926
80831,6.177016057879346
80832,6.559996854567753
80833,6.328016007880376
80834,6.423936770385272
80835,6.440568582475836
80836,6.633867014820469
80837,6.130969680907729
80838,6.623826052529173
80839,6.62582053315807
80840,6.653881465604334
80841,6.620668276783386
80842,6.36234648949254
80843,6.697423039644548
80844,6.157662468464229
80845,6.601550267072664
80846,6.3866498142777655
80847,6.430998077848591
80848,6.570598091855484
80849,6.8283378969993205
80850,6.622267443134069
80851,6.808271531982714
80852,6.323488575260588
80853,6.409827914916609
80854,6.468905707111032
80855,6.637210416553664
80856,6.635385793350274
80857,6.276436598525398
80858,6.856022748035816
80859,6.279161747051992
80860,6.248238086111878
80861,6.1622149288840475
80862,6.275072901727049
80863,6.233854818268932
80864,6.234423738613029
80865,6.679596454123074
80866,6.6376079294195165
80867,6.142580177417819
80868,6.24869186455713
80869,6.818142926966625
80870,6.318787350894762
80871,6.504108530571026
80872,6.176940014733131
80873,6.547835828677084
80874,6.450240620995086
80875,6.191270350368745
80876,6.602974501142726
80877,6.485719630520705
80878,6.23401916133689
80879,6.910267882742473
80880,6.173110171068327
80881,6.458870826529443
80882,6.664107466963445
80883,6.720534161670199
80884,6.4581800263952625
80885,6.2959651472594915
80886,6.7419113229585
80887,6.433598386803011
80888,6.288549469198548
80889,6.665623463813839
80890,6.38079664862598
80891,6.728686848931259
80892,6.4670727602478495
80893,6.510312984637093
80894,6.568267177288647
80895,6.4797357185291835
80896,6.589390446325605
80897,6.522334450321106
80898,6.567022127021579
80899,6.453449007645638
80900,6.551797812169272
80901,6.5778859676694985
80902,6.538783262335546
80903,6.581504756373137
80904,6.387542884753606
80905,6.310497712981943
80906,6.372954627175072
80907,6.17931779650406
80908,6.365833420113575
80909,6.322787641017129
80910,6.524783356379646
80911,6.878858627332867
80912,6.852316811904261
80913,6.159062134104199
80914,6.440666394849451
80915,6.294961307464979
80916,6.542125888105896
80917,6.770228864959295
80918,6.528289885759952
80919,6.146626133343235
80920,6.615428002201846
80921,6.180528547884105
80922,6.50203634539234
80923,6.59784005540114
80924,6.368725458376506
80925,6.096799358688057
80926,6.860033844219585
80927,6.153818050731064
80928,6.565094645636028
80929,6.531812844253724
80930,6.763048943967005
80931,6.249312399468767
80932,6.684044655047883
80933,6.299829117830466
80934,6.240251874712173
80935,6.464422900258936
80936,6.282423782477838
80937,6.75558436005875
80938,6.357604970360638
80939,6.280423929065306
80940,6.544053451810518
80941,6.472940564072208
80942,6.641506813913383
80943,6.696895907113305
80944,6.574502715145746
80945,6.649849310022888
80946,6.408010508230977
80947,6.340849616662086
80948,6.469843422166754
80949,6.288615982137487
80950,6.538401547055626
80951,6.185213935441728
80952,6.081951075443062
80953,6.33432597996467
80954,6.590055100076719
80955,6.5180114051159554
80956,6.442839953713847
80957,6.214494302122064
80958,6.385117693413967
80959,6.373317686110672
80960,6.505502304081687
80961,6.331285541562671
80962,6.580755537704435
80963,6.636872143172522
80964,6.534163808802321
80965,6.511110286321792
80966,6.413226981500819
80967,6.511337541543926
80968,6.47195246479753
80969,6.391833287142001
80970,6.248920391191548
80971,6.515710479906411
80972,6.48682675098861
80973,6.108286710894738
80974,6.53979082866134
80975,6.13950857668868
80976,6.6159536799908745
80977,6.313103111370852
80978,6.511596036098053
80979,6.636830333108761
80980,6.51142361515022
80981,6.7547108071389905
80982,6.349619450369071
80983,6.338408476623237
80984,6.669014935844594
80985,6.14838080249465
80986,6.421140297030682
80987,6.392366720268624
80988,6.613209164974373
80989,6.767618343427636
80990,6.399432335521785
80991,6.398070388966449
80992,6.584937175419357
80993,6.316193510402077
80994,6.282713948037248
80995,6.356306019895732
80996,6.013827806175073
80997,6.455231898417128
80998,6.674907197304046
80999,6.79004151913779
81000,6.903940948080853
81001,6.46650320628643
81002,6.779580344249667
81003,6.388081954729846
81004,6.278838875016605
81005,6.439534417735338
81006,6.384670760517708
81007,6.302297686178871
81008,6.2282899831433856
81009,6.407342853739068
81010,6.1635324704562295
81011,6.404832577615347
81012,6.560128228640216
81013,6.374542030212869
81014,6.480015429368578
81015,6.122225033710071
81016,6.158628610304582
81017,6.44767599293195
81018,6.756262809448403
81019,6.569230424122043
81020,6.153014604038061
81021,6.589906949812283
81022,6.508323391553788
81023,6.4057881520775934
81024,6.469139399808031
81025,6.377127585770192
81026,6.321776539233849
81027,6.3583800398244685
81028,6.5590546849519065
81029,6.036638268276851
81030,6.370658513925118
81031,6.225117679289845
81032,6.349799514398163
81033,6.5113439545862395
81034,6.263660513157091
81035,6.086326760803718
81036,6.396258502122542
81037,6.352439740902612
81038,6.734618023671314
81039,6.57588922893892
81040,6.2310711979932
81041,6.415942335171508
81042,6.131418708719655
81043,6.760769296269656
81044,6.714539249324822
81045,6.055483394978149
81046,6.423188966111053
81047,6.308883920952093
81048,6.648600607511885
81049,6.676152751552232
81050,6.377867640957025
81051,6.443302152718387
81052,6.426135760850232
81053,6.5093210079306925
81054,6.4397434142050995
81055,6.645680696998085
81056,6.10939371732908
81057,6.0940963470377465
81058,6.520360095263056
81059,6.206886906344992
81060,6.586213331797761
81061,6.357609027916089
81062,6.176371709609353
81063,6.158626030258084
81064,6.678301651242797
81065,6.4054620610569195
81066,6.35993776175964
81067,6.593580030299681
81068,6.238058265272823
81069,6.5861311879674425
81070,6.339559703575919
81071,6.560865680113067
81072,6.784759751361116
81073,6.423700634839636
81074,6.523225566356465
81075,6.301493249882566
81076,6.661704539282368
81077,6.358108920171214
81078,6.276310792208489
81079,6.684145309025847
81080,6.656606914178811
81081,6.447055181750648
81082,6.520394816204725
81083,6.509599693659785
81084,6.358582961696984
81085,6.311072020759532
81086,6.55109217754015
81087,6.2520394460785935
81088,6.5701392066745505
81089,6.559970944657398
81090,6.643071447678772
81091,6.634329465721143
81092,6.335693679983107
81093,6.571561677691064
81094,6.14861137170004
81095,6.498200262625886
81096,6.390383608122693
81097,6.578798364707395
81098,6.589152915341532
81099,6.702006875893807
81100,6.340374527378026
81101,6.380040024597684
81102,6.468959755795622
81103,6.343686759365655
81104,6.391500187121095
81105,6.458621985791457
81106,6.414949036482138
81107,6.771033883256376
81108,6.6609230427688075
81109,6.306858351199441
81110,6.5867698497829705
81111,6.592647771400619
81112,6.645721027899963
81113,6.861151667388941
81114,6.556587425055923
81115,6.69172011824243
81116,6.626869513304637
81117,6.5013302876105366
81118,6.353620493752365
81119,6.420004877245171
81120,6.442788255142915
81121,6.387377376077393
81122,6.681172188565361
81123,6.1994771825015516
81124,6.542746790074359
81125,6.558759723893212
81126,6.4653344084063935
81127,6.296113374510011
81128,6.3829375688732375
81129,6.343707184975356
81130,6.535917403861367
81131,6.4818385548927315
81132,6.31032702014559
81133,6.616585302457394
81134,6.543909667197137
81135,6.583770995336819
81136,6.394567965725476
81137,6.659035145630829
81138,6.404335845856868
81139,6.381064711064696
81140,6.4082027085933335
81141,6.467472082128343
81142,6.5244476057768175
81143,6.6009870600008185
81144,6.575939840464401
81145,6.486958814003625
81146,6.562302656121606
81147,6.634703205560453
81148,6.538234614831027
81149,6.663449828522582
81150,6.565901885453523
81151,6.702011899622999
81152,6.21235712626668
81153,6.298809111064486
81154,6.623752795832882
81155,6.414061292183155
81156,6.197238151585236
81157,6.734123367582685
81158,6.730611769345321
81159,6.732782925027044
81160,6.445764680376311
81161,6.429344084623491
81162,6.609164356657276
81163,6.630883820998407
81164,6.6395821736716645
81165,6.757975613582989
81166,6.540018849626521
81167,6.7810159548130375
81168,6.609477769558767
81169,6.001995017495654
81170,6.641004541926402
81171,6.407426346558236
81172,6.688946961175777
81173,6.286992135725683
81174,6.559891046071394
81175,6.455569632030013
81176,6.491594436517863
81177,6.097169095148384
81178,6.400938874031297
81179,6.242483714922904
81180,6.531158396125424
81181,6.229388343395899
81182,6.344400669069253
81183,6.219096297444162
81184,6.2728763524807345
81185,6.374537756795582
81186,6.473625807613531
81187,6.4854311671136164
81188,6.467222112448765
81189,6.563967051793205
81190,6.321712402224718
81191,6.361375601963057
81192,6.3563661183860285
81193,6.394825377253837
81194,6.433862880153501
81195,6.312182166217999
81196,6.5304708216620915
81197,6.572856908869528
81198,6.532697055019423
81199,6.615707807154343
81200,6.8818726419828895
81201,6.877889017471154
81202,6.389692529228951
81203,6.392126559078193
81204,6.5825636023383325
81205,6.202874507477275
81206,6.616845188824687
81207,6.173848007255925
81208,6.8705472062401745
81209,6.39603583831882
81210,6.173590212921562
81211,6.634156933167028
81212,6.143917764133723
81213,6.557015477665141
81214,6.647330318308338
81215,6.631766447993392
81216,6.86850338266218
81217,6.532205214850019
81218,6.4420415860126665
81219,6.6148653920378795
81220,6.5916024786418514
81221,6.571801457512817
81222,6.61523209852737
81223,6.283553914977099
81224,6.459765189101173
81225,6.301200193309234
81226,6.530396144049509
81227,6.357757770798362
81228,6.6201857663542185
81229,6.579099434727422
81230,6.465686946530976
81231,6.586451328340691
81232,6.759708022856191
81233,6.360800664346574
81234,6.312048563963093
81235,6.045897364903476
81236,6.554311710843532
81237,6.1356150997108285
81238,6.4689523188808105
81239,6.339475036553234
81240,6.667544987621687
81241,6.648714766578241
81242,6.41265750710122
81243,6.682491307767219
81244,6.523141365598957
81245,6.681598836882658
81246,6.16897876205617
81247,6.617206220736234
81248,6.4153407190058
81249,6.542025333308942
81250,6.477164968609958
81251,6.336040865496878
81252,6.2855348638702555
81253,6.603026018973612
81254,6.46136939904452
81255,6.586005574284882
